customer_id,age,job_code,marital_status_code,ed_level,balance,housing_status_code,loan_status_code,contact,month,duration,campaign,pdays,previous,poutcome,results
9300,44,1,1,1,249,1,1,2,jun,173,3,-1,0,3,no
9301,45,6,1,2,334,0,0,2,jun,87,2,-1,0,3,no
9302,47,0,1,1,407,0,0,2,jun,67,12,-1,0,3,no
9303,46,1,1,0,2093,0,0,2,jun,128,2,-1,0,3,no
9304,53,1,1,0,0,0,0,2,jun,285,2,-1,0,3,no
9305,51,0,1,1,1699,0,0,2,jun,153,2,-1,0,3,no
9306,59,4,2,2,911,1,1,2,jun,172,2,-1,0,3,no
9307,39,1,1,0,3127,1,1,2,jun,451,2,-1,0,3,no
9308,52,1,1,0,-133,0,0,2,jun,96,2,-1,0,3,no
9309,39,1,2,3,2841,0,0,2,jun,1121,3,-1,0,3,no
9310,41,1,1,0,2770,1,1,2,jun,191,2,-1,0,3,no
9311,42,1,1,1,-355,1,1,2,jun,939,6,-1,0,3,no
9312,42,6,1,2,21861,0,0,2,jun,486,2,-1,0,3,no
9313,52,4,1,1,3258,0,0,2,jun,234,3,-1,0,3,no
9314,47,10,1,0,122,1,1,2,jun,240,3,-1,0,3,no
9315,39,6,0,1,-103,1,1,2,jun,210,3,-1,0,3,no
9316,42,1,1,1,230,0,0,2,jun,175,7,-1,0,3,no
9317,38,0,1,0,3,1,1,2,jun,124,2,-1,0,3,no
9318,39,7,2,1,609,0,0,2,jun,372,1,-1,0,3,no
9319,35,3,2,1,1015,0,0,2,jun,406,2,-1,0,3,yes
9320,58,9,1,0,-247,0,0,2,jun,179,1,-1,0,3,no
9321,56,4,0,2,0,0,0,2,jun,463,4,-1,0,3,no
9322,46,4,1,2,625,0,0,2,jun,127,1,-1,0,3,no
9323,60,9,0,1,0,0,0,2,jun,105,1,-1,0,3,no
9324,39,11,1,1,1701,0,0,2,jun,140,1,-1,0,3,no
9325,48,2,2,2,2313,0,0,2,jun,130,1,-1,0,3,no
9326,39,1,1,1,599,0,0,2,jun,53,1,-1,0,3,no
9327,41,1,2,1,656,0,0,2,jun,178,1,-1,0,3,no
9328,36,7,1,1,1328,0,0,2,jun,82,4,-1,0,3,no
9329,44,4,2,1,13,0,0,2,jun,116,11,-1,0,3,no
9330,32,7,1,1,21,0,0,2,jun,144,15,-1,0,3,no
9331,37,7,2,1,2571,0,0,2,jun,40,2,-1,0,3,no
9332,51,4,1,2,12,0,0,2,jun,90,4,-1,0,3,no
9333,32,1,1,0,1138,1,1,2,jun,164,4,-1,0,3,no
9334,41,7,1,1,-140,1,1,2,jun,190,1,-1,0,3,no
9335,26,4,2,1,565,0,0,2,jun,582,11,-1,0,3,no
9336,38,1,1,1,2836,0,0,2,jun,116,3,-1,0,3,no
9337,36,3,1,0,122,0,0,2,jun,78,1,-1,0,3,no
9338,39,11,2,1,0,0,0,2,jun,188,1,-1,0,3,no
9339,56,7,1,0,444,0,0,2,jun,432,1,-1,0,3,no
9340,39,6,1,2,1047,0,0,2,jun,554,1,-1,0,3,yes
9341,52,3,1,0,1837,0,0,2,jun,118,1,-1,0,3,no
9342,30,1,0,0,1,0,0,2,jun,63,9,-1,0,3,no
9343,25,4,2,2,490,0,0,2,jun,246,3,-1,0,3,no
9344,60,5,1,1,-1110,0,0,2,jun,143,2,-1,0,3,no
9345,38,1,1,1,0,0,0,2,jun,361,1,-1,0,3,no
9346,54,2,1,1,2791,0,0,2,jun,94,1,-1,0,3,no
9347,40,7,2,1,546,0,0,2,jun,219,1,-1,0,3,no
9348,37,1,1,0,27,0,0,2,jun,80,1,-1,0,3,no
9349,43,2,1,2,5506,1,1,2,jun,141,1,-1,0,3,no
9350,39,4,0,3,401,0,0,2,jun,126,1,-1,0,3,no
9351,33,1,1,0,3704,0,0,2,jun,447,2,-1,0,3,no
9352,28,1,1,1,708,0,0,2,jun,339,5,-1,0,3,no
9353,27,7,2,1,482,0,0,2,jun,220,2,-1,0,3,no
9354,44,4,0,2,0,0,0,2,jun,373,1,-1,0,3,no
9355,38,4,1,2,881,1,1,2,jun,79,2,-1,0,3,no
9356,41,9,1,1,118,0,0,2,jun,339,1,-1,0,3,no
9357,44,0,1,1,248,0,0,2,jun,18,1,-1,0,3,no
9358,54,4,1,2,884,0,0,2,jun,91,1,-1,0,3,no
9359,30,9,2,2,799,1,1,2,jun,91,18,-1,0,3,no
9360,39,1,1,0,0,0,0,2,jun,178,1,-1,0,3,no
9361,51,6,1,0,10,0,0,2,jun,513,3,-1,0,3,no
9362,38,1,1,1,292,1,1,2,jun,84,2,-1,0,3,no
9363,36,4,2,1,992,0,0,2,jun,351,1,-1,0,3,no
9364,36,1,2,1,1012,1,1,2,jun,399,1,-1,0,3,no
9365,35,4,2,1,0,0,0,2,jun,19,1,-1,0,3,no
9366,37,6,2,2,984,0,0,2,jun,334,1,-1,0,3,no
9367,50,1,2,0,1743,0,0,2,jun,49,5,-1,0,3,no
9368,38,4,1,1,794,0,0,2,jun,50,3,-1,0,3,no
9369,40,4,2,2,383,0,0,2,jun,106,5,-1,0,3,no
9370,46,11,1,3,2505,0,0,2,jun,135,2,-1,0,3,no
9371,39,0,1,1,441,0,0,2,jun,101,2,-1,0,3,no
9372,48,1,1,0,72,0,0,2,jun,114,5,-1,0,3,no
9373,38,11,1,0,0,0,0,2,jun,414,2,-1,0,3,no
9374,38,1,2,1,1230,0,0,2,jun,266,2,-1,0,3,no
9375,58,11,1,2,4150,0,0,2,jun,363,1,-1,0,3,no
9376,31,9,2,3,694,0,0,2,jun,431,2,-1,0,3,no
9377,51,4,1,2,9796,1,1,2,jun,110,1,-1,0,3,no
9378,41,3,0,0,9059,0,0,2,jun,113,1,-1,0,3,no
9379,26,1,2,1,940,0,0,2,jun,237,3,-1,0,3,no
9380,26,9,2,1,639,0,0,2,jun,709,5,-1,0,3,yes
9381,26,0,1,1,710,1,1,2,jun,1276,2,-1,0,3,yes
9382,28,0,1,1,-156,0,0,2,jun,161,5,-1,0,3,no
9383,38,1,1,1,926,1,1,2,jun,189,3,-1,0,3,no
9384,53,4,1,2,6408,0,0,2,jun,29,1,-1,0,3,no
9385,56,4,1,2,3039,0,0,2,jun,420,2,-1,0,3,no
9386,27,0,2,1,685,0,0,2,jun,672,2,-1,0,3,no
9387,48,1,0,0,0,0,0,2,jun,248,2,-1,0,3,no
9388,56,11,0,3,2152,0,0,2,jun,67,1,-1,0,3,no
9389,37,1,1,3,1508,1,1,2,jun,381,2,-1,0,3,yes
9390,41,1,1,1,901,0,0,2,jun,80,3,-1,0,3,no
9391,38,1,1,0,8251,0,0,2,jun,194,3,-1,0,3,no
9392,29,9,2,1,778,0,0,2,jun,1994,2,-1,0,3,no
9393,43,1,1,1,101,0,0,2,jun,153,1,-1,0,3,no
9394,60,3,1,0,161,0,0,2,jun,183,1,-1,0,3,no
9395,36,0,1,1,4785,1,1,2,jun,250,1,-1,0,3,no
9396,38,0,2,1,3823,0,0,2,jun,81,5,-1,0,3,no
9397,40,9,1,1,-282,0,0,2,jun,223,3,-1,0,3,no
9398,58,2,1,0,1657,0,0,2,jun,172,2,-1,0,3,no
9399,41,1,0,1,1491,0,0,2,jun,100,2,-1,0,3,no
9400,47,11,1,3,750,0,0,2,jun,188,1,-1,0,3,no
9401,60,9,1,2,0,0,0,2,jun,320,1,-1,0,3,no
9402,37,7,2,1,148,1,1,2,jun,64,1,-1,0,3,no
9403,58,9,0,1,797,0,0,2,jun,134,2,-1,0,3,no
9404,30,4,2,2,329,0,0,2,jun,122,16,-1,0,3,no
9405,47,0,1,1,1060,0,0,2,jun,83,3,-1,0,3,no
9406,46,11,1,3,613,0,0,2,jun,51,1,-1,0,3,no
9407,54,7,2,1,492,0,0,2,jun,330,1,-1,0,3,no
9408,58,4,0,2,1266,1,1,2,jun,164,1,-1,0,3,no
9409,41,2,1,0,406,0,0,2,jun,272,1,-1,0,3,no
9410,53,5,1,0,2010,1,1,2,jun,182,1,-1,0,3,no
9411,35,6,2,0,45,1,1,2,jun,81,1,-1,0,3,no
9412,46,9,1,2,0,0,0,2,jun,159,1,-1,0,3,no
9413,51,2,1,2,5403,0,0,2,jun,42,1,-1,0,3,no
9414,35,6,1,1,116,0,0,2,jun,361,1,-1,0,3,no
9415,48,9,1,1,545,0,0,2,jun,307,1,-1,0,3,no
9416,37,6,2,2,1004,0,0,2,jun,377,3,-1,0,3,no
9417,35,3,1,0,8127,0,0,2,jun,315,1,-1,0,3,no
9418,51,3,1,0,1521,0,0,2,jun,24,1,-1,0,3,no
9419,36,10,1,1,1453,0,0,2,jun,386,1,-1,0,3,no
9420,50,1,1,0,-294,0,0,2,jun,79,3,-1,0,3,no
9421,60,5,1,0,22018,0,0,2,jun,177,2,-1,0,3,no
9422,35,1,1,1,3595,0,0,2,jun,30,1,-1,0,3,no
9423,55,1,0,1,4053,0,0,2,jun,182,2,-1,0,3,no
9424,36,9,2,1,300,0,0,2,jun,358,1,-1,0,3,no
9425,59,3,0,1,45141,0,0,2,jun,42,1,-1,0,3,no
9426,37,4,1,2,657,0,0,2,jun,227,1,-1,0,3,no
9427,39,7,1,1,-540,0,0,2,jun,29,1,-1,0,3,no
9428,34,9,1,1,139,1,1,2,jun,52,13,-1,0,3,no
9429,53,1,1,1,66,0,0,2,jun,360,2,-1,0,3,no
9430,50,1,1,0,746,0,0,2,jun,136,13,-1,0,3,no
9431,32,6,1,2,189,0,0,2,jun,106,2,-1,0,3,no
9432,36,4,2,2,624,0,0,2,jun,141,3,-1,0,3,no
9433,59,3,0,0,3180,0,0,2,jun,28,1,-1,0,3,no
9434,30,0,2,1,223,0,0,2,jun,862,11,-1,0,3,yes
9435,40,1,2,0,1055,0,0,2,jun,32,2,-1,0,3,no
9436,60,6,1,1,0,0,0,2,jun,97,1,-1,0,3,no
9437,37,6,1,1,160,0,0,2,jun,107,1,-1,0,3,no
9438,36,6,2,2,2000,0,0,2,jun,94,1,-1,0,3,no
9439,46,1,1,1,425,0,0,2,jun,168,3,-1,0,3,no
9440,52,6,1,1,9,1,1,2,jun,44,1,-1,0,3,no
9441,38,4,2,2,619,0,0,2,jun,460,4,-1,0,3,yes
9442,28,9,2,1,-1042,0,0,2,jun,712,2,-1,0,3,yes
9443,57,1,1,0,679,0,0,2,jun,78,3,-1,0,3,no
9444,40,4,1,2,406,0,0,2,jun,262,1,-1,0,3,no
9445,40,0,1,1,334,0,0,2,jun,84,5,-1,0,3,no
9446,38,0,1,1,215,1,1,2,jun,173,2,-1,0,3,no
9447,59,0,1,1,1001,0,0,2,jun,175,2,-1,0,3,no
9448,48,10,1,0,5462,0,0,2,jun,29,4,-1,0,3,no
9449,37,1,1,1,685,0,0,2,jun,968,1,-1,0,3,no
9450,36,2,0,2,914,0,0,2,jun,219,1,-1,0,3,no
9451,56,9,1,1,359,0,0,2,jun,220,4,-1,0,3,no
9452,27,4,2,3,1029,0,0,2,jun,71,2,-1,0,3,no
9453,54,6,0,0,351,0,0,2,jun,642,2,-1,0,3,yes
9454,41,0,2,1,84,0,0,2,jun,238,3,-1,0,3,no
9455,53,1,1,1,0,0,0,2,jun,650,1,-1,0,3,no
9456,35,11,1,3,0,0,0,2,jun,159,3,-1,0,3,no
9457,26,0,1,1,1417,0,0,2,jun,60,3,-1,0,3,no
9458,39,1,1,1,123,0,0,2,jun,165,3,-1,0,3,no
9459,50,7,2,1,1205,0,0,2,jun,82,2,-1,0,3,no
9460,49,4,2,2,53,0,0,2,jun,133,3,-1,0,3,no
9461,48,4,1,1,11146,0,0,2,jun,136,1,-1,0,3,no
9462,42,4,1,2,202,0,0,2,jun,136,1,-1,0,3,no
9463,46,6,2,1,2899,0,0,2,jun,40,1,-1,0,3,no
9464,48,2,1,2,810,0,0,2,jun,383,1,-1,0,3,no
9465,36,9,1,1,22,0,0,2,jun,464,1,-1,0,3,no
9466,59,6,1,2,10360,0,0,2,jun,37,1,-1,0,3,no
9467,48,7,1,1,328,0,0,2,jun,189,1,-1,0,3,no
9468,52,1,1,0,4793,0,0,2,jun,176,2,-1,0,3,no
9469,56,10,0,1,763,0,0,2,jun,181,2,-1,0,3,no
9470,47,1,1,0,673,1,1,2,jun,118,4,-1,0,3,no
9471,52,6,1,2,1088,0,0,2,jun,217,2,-1,0,3,no
9472,53,2,1,3,19850,0,0,2,jun,86,1,-1,0,3,no
9473,50,9,1,1,8001,0,0,2,jun,52,1,-1,0,3,no
9474,51,6,1,0,8313,0,0,2,jun,185,1,-1,0,3,no
9475,37,9,2,2,1309,0,0,2,jun,442,2,-1,0,3,no
9476,41,1,1,0,1461,0,0,2,jun,554,2,-1,0,3,yes
9477,59,5,1,0,-488,1,1,2,jun,247,1,-1,0,3,no
9478,55,7,0,0,653,0,0,2,jun,800,1,-1,0,3,no
9479,35,1,2,3,871,0,0,2,jun,216,3,-1,0,3,no
9480,56,3,0,2,1059,1,1,2,jun,57,2,-1,0,3,no
9481,36,7,0,1,1594,0,0,2,jun,250,3,-1,0,3,no
9482,43,6,1,2,64,0,0,2,jun,230,2,-1,0,3,no
9483,48,4,1,2,0,0,0,2,jun,300,5,-1,0,3,no
9484,34,3,1,2,1265,0,0,2,jun,397,3,-1,0,3,no
9485,44,6,2,2,97,0,0,2,jun,153,4,-1,0,3,no
9486,39,7,1,1,207,0,0,2,jun,78,2,-1,0,3,no
9487,43,0,1,0,482,0,0,2,jun,1041,13,-1,0,3,no
9488,53,3,2,2,3275,0,0,2,jun,527,2,-1,0,3,no
9489,36,1,1,1,70,0,0,2,jun,100,2,-1,0,3,no
9490,36,7,2,0,38,0,0,2,jun,308,4,-1,0,3,no
9491,41,4,2,2,195,0,0,2,jun,341,2,-1,0,3,no
9492,37,7,0,1,319,0,0,2,jun,467,3,-1,0,3,yes
9493,32,7,0,1,5267,0,0,2,jun,178,2,-1,0,3,no
9494,56,5,0,2,2774,0,0,2,jun,1288,3,-1,0,3,no
9495,44,1,2,1,259,0,0,2,jun,163,2,-1,0,3,no
9496,25,0,2,1,0,0,0,2,jun,172,2,-1,0,3,no
9497,30,4,2,2,1636,0,0,2,jun,301,2,-1,0,3,no
9498,32,7,1,1,4789,1,1,2,jun,407,4,-1,0,3,no
9499,53,9,1,1,480,0,0,2,jun,648,2,-1,0,3,yes
9500,29,9,1,2,-246,0,0,2,jun,311,3,-1,0,3,no
9501,49,3,0,1,630,0,0,2,jun,415,2,-1,0,3,no
9502,37,2,1,2,342,0,0,2,jun,212,1,-1,0,3,no
9503,41,3,2,0,21,0,0,2,jun,264,1,-1,0,3,no
9504,37,1,0,1,33,0,0,2,jun,326,1,-1,0,3,no
9505,41,0,0,1,762,0,0,2,jun,319,4,-1,0,3,no
9506,46,9,1,1,0,0,0,2,jun,186,2,-1,0,3,no
9507,35,7,2,1,-2,0,0,2,jun,15,1,-1,0,3,no
9508,40,7,2,1,2936,0,0,2,jun,473,2,-1,0,3,no
9509,36,3,2,2,561,0,0,2,jun,274,2,-1,0,3,no
9510,39,3,2,1,2022,0,0,2,jun,105,1,-1,0,3,no
9511,55,3,1,0,1870,0,0,2,jun,152,1,-1,0,3,no
9512,49,3,0,3,2754,0,0,2,jun,18,2,-1,0,3,no
9513,54,4,1,3,1960,0,0,2,jun,13,5,-1,0,3,no
9514,45,6,1,2,510,0,0,2,jun,639,2,-1,0,3,no
9515,29,1,2,0,213,0,0,2,jun,2653,3,-1,0,3,yes
9516,58,1,1,1,4053,0,0,2,jun,160,2,-1,0,3,no
9517,35,4,1,2,482,0,0,2,jun,129,2,-1,0,3,no
9518,50,1,1,1,464,1,1,2,jun,426,2,-1,0,3,no
9519,47,0,1,1,1383,0,0,2,jun,460,8,-1,0,3,no
9520,38,1,1,1,3598,0,0,2,jun,154,1,-1,0,3,no
9521,39,9,2,1,201,1,1,2,jun,148,4,-1,0,3,no
9522,45,3,2,1,5287,0,0,2,jun,252,2,-1,0,3,no
9523,40,1,1,0,343,0,0,2,jun,292,2,-1,0,3,no
9524,37,1,1,1,1,0,0,2,jun,44,2,-1,0,3,no
9525,52,5,1,1,1956,0,0,2,jun,384,2,-1,0,3,no
9526,40,4,1,0,733,0,0,2,jun,94,7,-1,0,3,no
9527,28,1,2,1,3430,0,0,2,jun,72,6,-1,0,3,no
9528,56,10,0,2,832,0,0,2,jun,36,2,-1,0,3,no
9529,46,5,2,0,1190,0,0,2,jun,316,2,-1,0,3,no
9530,51,9,1,1,176,0,0,2,jun,217,4,-1,0,3,no
9531,39,6,1,1,-571,0,0,2,jun,180,2,-1,0,3,no
9532,45,7,1,1,191,1,1,2,jun,136,2,-1,0,3,no
9533,33,2,2,2,327,1,1,2,jun,562,2,-1,0,3,no
9534,45,1,0,1,0,0,0,2,jun,422,5,-1,0,3,no
9535,58,3,1,0,935,0,0,2,jun,272,2,-1,0,3,no
9536,58,2,1,0,52499,0,0,2,jun,198,2,-1,0,3,no
9537,43,1,0,0,1260,1,1,2,jun,17,4,-1,0,3,no
9538,60,3,1,3,10285,0,0,2,jun,174,2,-1,0,3,no
9539,57,2,1,2,958,0,0,2,jun,250,2,-1,0,3,no
9540,37,4,1,2,1698,0,0,2,jun,95,2,-1,0,3,no
9541,38,6,0,1,0,0,0,2,jun,261,2,-1,0,3,no
9542,28,1,2,2,727,0,0,2,jun,144,4,-1,0,3,no
9543,44,9,0,2,9192,0,0,2,jun,59,3,-1,0,3,no
9544,46,0,1,0,595,0,0,2,jun,334,3,-1,0,3,no
9545,31,4,2,2,2296,0,0,2,jun,49,8,-1,0,3,no
9546,45,6,1,1,-30,1,1,2,jun,165,2,-1,0,3,no
9547,50,9,1,1,3503,0,0,2,jun,103,2,-1,0,3,no
9548,38,3,1,0,3577,0,0,2,jun,190,2,-1,0,3,no
9549,49,1,1,0,0,0,0,2,jun,286,2,-1,0,3,no
9550,30,1,1,1,3653,1,1,2,jun,167,4,-1,0,3,no
9551,30,8,2,3,1232,0,0,2,jun,52,4,-1,0,3,no
9552,51,4,1,2,21574,0,0,2,jun,197,3,-1,0,3,no
9553,41,4,1,2,850,0,0,2,jun,262,2,-1,0,3,no
9554,52,5,1,3,3303,0,0,2,jun,33,1,-1,0,3,no
9555,59,5,1,1,444,0,0,2,jun,137,1,-1,0,3,no
9556,38,7,0,1,792,0,0,2,jun,430,1,-1,0,3,no
9557,52,7,1,1,1386,0,0,2,jun,100,1,-1,0,3,no
9558,37,6,2,2,1549,0,0,2,jun,48,2,-1,0,3,no
9559,49,1,1,0,4830,0,0,2,jun,350,1,-1,0,3,no
9560,48,4,1,0,2803,0,0,2,jun,30,24,-1,0,3,no
9561,35,1,1,1,594,0,0,2,jun,213,2,-1,0,3,no
9562,59,5,0,0,40,0,0,2,jun,108,1,-1,0,3,no
9563,54,3,1,1,378,0,0,2,jun,371,2,-1,0,3,no
9564,53,4,1,3,12001,0,0,2,jun,207,1,-1,0,3,no
9565,54,3,2,3,6020,0,0,2,jun,24,1,-1,0,3,no
9566,30,1,2,1,23,0,0,2,jun,36,24,-1,0,3,no
9567,53,9,1,0,44,0,0,2,jun,256,1,-1,0,3,no
9568,57,2,1,2,1114,0,0,2,jun,139,2,-1,0,3,no
9569,51,3,1,0,1275,0,0,2,jun,92,1,-1,0,3,no
9570,49,2,0,1,2908,0,0,2,jun,322,1,-1,0,3,no
9571,49,9,2,1,-97,0,0,2,jun,92,2,-1,0,3,no
9572,53,5,1,1,1300,0,0,2,jun,420,1,-1,0,3,no
9573,45,9,1,2,43,0,0,2,jun,184,4,-1,0,3,no
9574,37,1,1,1,5334,0,0,2,jun,58,1,-1,0,3,no
9575,37,6,0,2,160,1,1,2,jun,545,2,-1,0,3,no
9576,35,1,2,1,11671,0,0,2,jun,190,1,-1,0,3,no
9577,41,4,1,2,251,1,1,2,jun,85,3,-1,0,3,no
9578,35,4,2,2,68,0,0,2,jun,1085,1,-1,0,3,yes
9579,54,1,0,1,218,0,0,2,jun,514,2,-1,0,3,no
9580,40,8,2,1,5349,0,0,2,jun,471,1,-1,0,3,no
9581,47,0,0,1,295,0,0,2,jun,94,2,-1,0,3,yes
9582,40,0,1,1,2199,0,0,2,jun,38,3,-1,0,3,no
9583,57,5,1,1,3783,0,0,2,jun,198,3,-1,0,3,no
9584,37,1,1,1,287,0,0,2,jun,191,2,-1,0,3,no
9585,57,3,1,0,7082,0,0,2,jun,69,3,-1,0,3,no
9586,29,1,1,1,87,0,0,2,jun,1330,3,-1,0,3,no
9587,35,1,0,0,-5,0,0,2,jun,48,5,-1,0,3,no
9588,39,9,1,1,3050,0,0,2,jun,236,7,-1,0,3,no
9589,55,2,0,2,0,0,0,2,jun,108,2,-1,0,3,no
9590,49,0,1,1,1632,0,0,2,jun,47,1,-1,0,3,no
9591,23,9,2,1,150,1,1,2,jun,66,5,-1,0,3,no
9592,41,1,1,0,-204,1,1,2,jun,42,1,-1,0,3,no
9593,58,5,1,1,2836,0,0,2,jun,248,2,-1,0,3,no
9594,53,4,1,2,7067,0,0,2,jun,82,3,-1,0,3,no
9595,35,0,1,1,640,0,0,2,jun,461,2,-1,0,3,no
9596,36,4,1,2,254,0,0,2,jun,161,3,-1,0,3,no
9597,46,11,1,3,2367,0,0,2,jun,86,3,-1,0,3,no
9598,36,6,1,2,16430,0,0,2,jun,197,3,-1,0,3,no
9599,32,2,1,1,1328,0,0,2,jun,80,5,-1,0,3,no
9600,40,3,0,0,1,0,0,2,jun,113,3,-1,0,3,no
9601,52,9,1,1,-38,0,0,2,jun,613,1,-1,0,3,no
9602,48,7,0,0,927,0,0,2,jun,201,6,-1,0,3,no
9603,53,3,1,0,5098,0,0,2,jun,155,3,-1,0,3,no
9604,36,7,1,1,8114,0,0,2,jun,505,1,-1,0,3,no
9605,47,11,1,3,0,0,0,2,jun,466,2,-1,0,3,no
9606,37,1,1,1,-288,1,1,2,jun,298,2,-1,0,3,no
9607,45,0,0,1,246,0,0,2,jun,119,1,-1,0,3,no
9608,47,4,0,2,313,0,0,2,jun,114,7,-1,0,3,no
9609,45,7,1,1,162,0,0,2,jun,166,4,-1,0,3,no
9610,33,1,1,1,2645,1,1,2,jun,85,4,-1,0,3,no
9611,50,1,1,1,289,0,0,2,jun,73,1,-1,0,3,no
9612,40,5,1,1,263,0,0,2,jun,761,3,-1,0,3,no
9613,58,4,2,3,1873,0,0,2,jun,49,2,-1,0,3,no
9614,57,9,0,1,204,0,0,2,jun,97,5,-1,0,3,no
9615,38,1,2,1,-56,1,1,2,jun,247,2,-1,0,3,no
9616,48,0,0,1,2662,0,0,2,jun,298,2,-1,0,3,no
9617,37,6,0,1,231,0,0,2,jun,250,1,-1,0,3,no
9618,43,4,0,1,311,0,0,2,jun,92,1,-1,0,3,no
9619,37,6,1,2,0,0,0,2,jun,143,1,-1,0,3,no
9620,36,1,1,0,0,0,0,2,jun,149,1,-1,0,3,no
9621,60,4,1,1,130,0,0,2,jun,151,1,-1,0,3,no
9622,39,7,2,1,158,0,0,2,jun,354,2,-1,0,3,no
9623,25,9,2,1,2704,0,0,2,jun,63,3,-1,0,3,no
9624,53,5,0,1,-200,1,1,2,jun,161,1,-1,0,3,no
9625,45,1,1,1,22928,0,0,2,jun,113,1,-1,0,3,no
9626,52,4,0,2,590,0,0,2,jun,354,5,-1,0,3,no
9627,37,1,1,0,7,0,0,2,jun,176,1,-1,0,3,no
9628,60,5,1,1,2586,0,0,2,jun,150,4,-1,0,3,no
9629,52,3,2,2,0,0,0,2,jun,431,2,-1,0,3,no
9630,48,1,2,0,10442,0,0,2,jun,63,2,-1,0,3,no
9631,44,9,0,1,414,1,1,2,jun,81,2,-1,0,3,no
9632,36,0,1,1,231,1,1,2,jun,136,6,-1,0,3,no
9633,39,1,1,0,1005,0,0,2,jun,158,2,-1,0,3,no
9634,58,5,1,1,610,0,0,2,jun,651,1,-1,0,3,no
9635,46,3,1,0,1676,0,0,2,jun,56,2,-1,0,3,no
9636,45,0,0,0,1807,0,0,2,jun,118,2,-1,0,3,no
9637,60,9,1,1,0,0,0,2,jun,280,3,-1,0,3,no
9638,49,7,1,1,-33,0,0,2,jun,774,13,-1,0,3,no
9639,60,5,1,1,1420,1,1,2,jun,39,4,-1,0,3,no
9640,57,11,1,1,2,0,0,2,jun,112,4,-1,0,3,no
9641,45,9,1,1,4639,0,0,2,jun,82,2,-1,0,3,no
9642,44,1,1,3,391,0,0,2,jun,355,4,-1,0,3,no
9643,28,0,2,1,596,0,0,2,jun,151,6,-1,0,3,no
9644,49,4,2,2,1,0,0,2,jun,59,3,-1,0,3,no
9645,50,11,1,0,1502,0,0,2,jun,34,2,-1,0,3,no
9646,33,4,1,2,806,0,0,2,jun,124,3,-1,0,3,no
9647,28,1,1,1,2788,0,0,2,jun,369,2,-1,0,3,yes
9648,27,9,2,2,1526,0,0,2,jun,342,10,-1,0,3,no
9649,56,10,1,1,660,0,0,2,jun,72,3,-1,0,3,no
9650,37,7,1,1,1372,0,0,2,jun,129,2,-1,0,3,no
9651,35,1,2,0,3339,0,0,2,jun,304,2,-1,0,3,no
9652,49,0,2,1,4509,0,0,2,jun,42,2,-1,0,3,no
9653,38,1,1,1,1434,0,0,2,jun,396,4,-1,0,3,no
9654,39,9,1,1,328,0,0,2,jun,188,7,-1,0,3,no
9655,51,1,1,1,502,0,0,2,jun,93,2,-1,0,3,no
9656,46,2,2,2,77,1,1,2,jun,520,3,-1,0,3,no
9657,60,1,0,0,92,0,0,2,jun,70,3,-1,0,3,no
9658,39,1,1,1,497,0,0,2,jun,95,4,-1,0,3,no
9659,44,7,1,1,-63,0,0,2,jun,392,2,-1,0,3,no
9660,32,1,2,0,5418,0,0,2,jun,25,6,-1,0,3,no
9661,36,1,1,0,0,0,0,2,jun,246,4,-1,0,3,no
9662,37,1,1,1,2870,0,0,2,jun,94,2,-1,0,3,no
9663,39,6,1,2,3201,0,0,2,jun,197,2,-1,0,3,no
9664,37,4,2,2,7179,0,0,2,jun,31,8,-1,0,3,no
9665,27,9,2,2,535,0,0,2,jun,446,3,-1,0,3,no
9666,47,3,1,0,389,0,0,2,jun,145,2,-1,0,3,no
9667,59,11,2,1,3237,0,0,2,jun,100,3,-1,0,3,no
9668,27,1,1,1,379,1,1,2,jun,252,4,-1,0,3,no
9669,58,1,1,0,9200,0,0,2,jun,233,2,-1,0,3,no
9670,39,9,2,1,1963,0,0,2,jun,100,4,-1,0,3,no
9671,36,6,1,1,1245,0,0,2,jun,1469,9,-1,0,3,yes
9672,41,6,1,0,340,0,0,2,jun,37,3,-1,0,3,no
9673,58,11,2,1,311,0,0,2,jun,248,2,-1,0,3,no
9674,40,2,1,2,1953,0,0,2,jun,112,5,-1,0,3,no
9675,52,3,1,0,0,0,0,2,jun,235,3,-1,0,3,no
9676,60,4,1,0,295,0,0,2,jun,126,4,-1,0,3,no
9677,31,7,1,1,500,0,0,2,jun,19,18,-1,0,3,no
9678,54,6,0,2,3952,0,0,2,jun,28,6,-1,0,3,no
9679,39,0,0,1,2610,0,0,2,jun,67,5,-1,0,3,no
9680,53,5,1,0,17,1,1,2,jun,104,2,-1,0,3,no
9681,35,1,2,1,1017,0,0,2,jun,53,2,-1,0,3,no
9682,36,9,1,1,5521,0,0,2,jun,61,1,-1,0,3,no
9683,40,0,1,1,3234,0,0,2,jun,82,1,-1,0,3,no
9684,42,4,0,2,0,0,0,2,jun,61,1,-1,0,3,no
9685,51,5,0,2,126,1,1,2,jun,152,1,-1,0,3,no
9686,32,0,1,1,-1272,0,0,2,jun,606,5,-1,0,3,no
9687,42,1,1,0,480,0,0,2,jun,288,12,-1,0,3,no
9688,59,1,1,1,0,0,0,2,jun,135,1,-1,0,3,no
9689,44,6,1,2,425,0,0,2,jun,147,1,-1,0,3,no
9690,35,7,1,1,193,1,1,2,jun,50,1,-1,0,3,no
9691,55,1,1,3,7561,0,0,2,jun,685,3,-1,0,3,yes
